직무,경력,지역,연봉,기술,기술_개수
데이터 분석가,경력 3년차 이상,서울 마포구,6892,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('R'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,7759,"[np.str_('Machine Learning'), np.str_('SQL')]",2
데이터 분석가,신입,서울 구로구,3286,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6410,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6548,"[np.str_('Tableau'), np.str_('Python'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,신입,판교/분당,3633,"[np.str_('Excel'), np.str_('Tableau'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6482,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",5
데이터 분석가,신입,서울 강남구,3621,"[np.str_('R'), np.str_('Machine Learning')]",2
데이터 분석가,신입,서울 마포구,3632,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8806,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9464,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9522,"[np.str_('Python'), np.str_('SQL'), np.str_('Tableau'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6098,"[np.str_('R'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",4
데이터 분석가,신입,서울 구로구,3489,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9369,"[np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,판교/분당,5821,"[np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,판교/분당,3795,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5600,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",3
데이터 분석가,신입,서울 성동구,3098,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,8606,"[np.str_('R'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5994,"[np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8512,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,5681,"[np.str_('SQL'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6465,"[np.str_('R'), np.str_('Tableau'), np.str_('Python'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,6365,"[np.str_('Tableau'), np.str_('SQL')]",2
데이터 분석가,신입,서울 성동구,3735,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,8874,"[np.str_('R'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,9012,"[np.str_('SQL'), np.str_('Python'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,판교/분당,9445,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('R'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 강남구,9709,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5415,"[np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('SQL')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,8990,"[np.str_('R'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,신입,서울 성동구,3489,"[np.str_('Machine Learning'), np.str_('Python')]",2
데이터 분석가,신입,서울 구로구,3959,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",5
데이터 분석가,신입,서울 구로구,3537,"[np.str_('Python'), np.str_('Excel'), np.str_('R'), np.str_('SQL'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,6761,"[np.str_('Python'), np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6732,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6287,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8620,"[np.str_('SQL'), np.str_('Python'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,6093,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5652,"[np.str_('Machine Learning'), np.str_('Excel')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6419,"[np.str_('Python'), np.str_('Excel')]",2
데이터 분석가,신입,서울 성동구,3772,"[np.str_('Machine Learning'), np.str_('R'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,판교/분당,9530,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau'), np.str_('SQL')]",5
데이터 분석가,신입,서울 마포구,3094,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8057,"[np.str_('R'), np.str_('SQL'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,경력 8년차 이상,판교/분당,9557,"[np.str_('R'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Excel')]",5
데이터 분석가,신입,판교/분당,3737,"[np.str_('Tableau'), np.str_('Python')]",2
데이터 분석가,신입,서울 성동구,3027,"[np.str_('R'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,8875,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,판교/분당,10174,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,8777,"[np.str_('Python'), np.str_('Excel')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,9352,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('R'), np.str_('Python')]",4
데이터 분석가,신입,서울 성동구,2938,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5850,"[np.str_('Tableau'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,신입,판교/분당,3228,"[np.str_('R'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,9103,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,판교/분당,6535,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python'), np.str_('Tableau'), np.str_('Machine Learning')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,5871,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,서울 강남구,3878,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,4667,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,5993,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,판교/분당,8684,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6219,"[np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,9291,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5160,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,신입,서울 강남구,4070,"[np.str_('R'), np.str_('Tableau'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 구로구,8744,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8626,"[np.str_('Excel'), np.str_('Python'), np.str_('Tableau'), np.str_('SQL'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5624,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8641,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,6168,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,5651,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 강남구,6599,"[np.str_('Python'), np.str_('Excel'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('R')]",5
데이터 분석가,신입,서울 강남구,3648,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,신입,서울 구로구,2956,"[np.str_('Excel'), np.str_('R')]",2
데이터 분석가,신입,서울 마포구,4014,"[np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,판교/분당,5902,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6312,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6324,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",2
데이터 분석가,경력 8년차 이상,판교/분당,8406,"[np.str_('SQL'), np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5303,"[np.str_('Tableau'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5580,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8538,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,6682,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('R'), np.str_('Machine Learning')]",5
데이터 분석가,신입,판교/분당,3499,"[np.str_('R'), np.str_('Python')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,6114,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('Tableau')]",3
데이터 분석가,신입,서울 마포구,3400,"[np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",4
데이터 분석가,경력 8년차 이상,서울 마포구,8684,"[np.str_('SQL'), np.str_('Machine Learning')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,10304,"[np.str_('SQL'), np.str_('Python'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('R')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,6169,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,9875,"[np.str_('SQL'), np.str_('Excel'), np.str_('Python'), np.str_('Tableau')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9656,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,신입,판교/분당,4343,"[np.str_('Tableau'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('SQL'), np.str_('Machine Learning')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,8680,"[np.str_('R'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 강남구,5952,"[np.str_('Tableau'), np.str_('Python'), np.str_('Excel'), np.str_('Machine Learning')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8063,"[np.str_('Python'), np.str_('Excel'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8362,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Excel')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5648,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Excel')]",5
데이터 분석가,신입,서울 강남구,4314,"[np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,6044,"[np.str_('R'), np.str_('Tableau'), np.str_('Python'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,5483,"[np.str_('Machine Learning'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,판교/분당,9810,"[np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 구로구,7664,"[np.str_('Tableau'), np.str_('Excel')]",2
데이터 분석가,신입,서울 구로구,3153,"[np.str_('R'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 마포구,5244,"[np.str_('R'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,6012,"[np.str_('Excel'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,6212,"[np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,신입,서울 성동구,3102,"[np.str_('Excel'), np.str_('SQL')]",2
데이터 분석가,경력 3년차 이상,판교/분당,5700,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('SQL')]",3
데이터 분석가,경력 8년차 이상,서울 성동구,9192,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('SQL'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5780,"[np.str_('Tableau'), np.str_('Excel'), np.str_('Machine Learning'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,판교/분당,7073,"[np.str_('R'), np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,서울 강남구,9634,"[np.str_('Excel'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5605,"[np.str_('Excel'), np.str_('SQL'), np.str_('Python'), np.str_('Tableau'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,8811,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8697,"[np.str_('R'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,6094,"[np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,판교/분당,5852,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",3
데이터 분석가,경력 3년차 이상,서울 강남구,6128,"[np.str_('Python'), np.str_('SQL'), np.str_('Excel'), np.str_('R')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,6030,"[np.str_('Machine Learning'), np.str_('R'), np.str_('SQL')]",3
데이터 분석가,신입,서울 강남구,4206,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('R'), np.str_('SQL'), np.str_('Excel')]",5
데이터 분석가,경력 3년차 이상,판교/분당,6180,"[np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5881,"[np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('SQL'), np.str_('Tableau')]",5
데이터 분석가,신입,서울 구로구,3747,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,6427,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Python'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8991,"[np.str_('Machine Learning'), np.str_('Excel'), np.str_('SQL')]",3
데이터 분석가,경력 3년차 이상,서울 구로구,5927,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,신입,서울 마포구,3772,"[np.str_('Python'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,5941,"[np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",2
데이터 분석가,경력 8년차 이상,서울 강남구,7845,"[np.str_('R'), np.str_('Machine Learning')]",2
데이터 분석가,경력 3년차 이상,판교/분당,6113,"[np.str_('Excel'), np.str_('Python'), np.str_('Tableau')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,8266,"[np.str_('Excel'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('R')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,8611,"[np.str_('R'), np.str_('Cloud(AWS/GCP)')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,5972,"[np.str_('R'), np.str_('Excel'), np.str_('SQL'), np.str_('Tableau'), np.str_('Python')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,7343,"[np.str_('R'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 강남구,7237,"[np.str_('R'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('Tableau'), np.str_('Python')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5782,"[np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,6387,"[np.str_('Cloud(AWS/GCP)'), np.str_('Excel'), np.str_('Python'), np.str_('SQL')]",4
데이터 분석가,경력 3년차 이상,서울 성동구,6096,"[np.str_('Tableau'), np.str_('Python'), np.str_('Machine Learning'), np.str_('Excel')]",4
데이터 분석가,신입,서울 구로구,3475,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 성동구,9307,"[np.str_('Machine Learning'), np.str_('Python'), np.str_('Tableau'), np.str_('Excel')]",4
데이터 분석가,경력 3년차 이상,서울 구로구,6099,"[np.str_('R'), np.str_('Excel'), np.str_('Python')]",3
데이터 분석가,신입,서울 마포구,3639,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Python'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,신입,서울 구로구,2967,"[np.str_('SQL'), np.str_('R')]",2
데이터 분석가,경력 3년차 이상,서울 마포구,5466,"[np.str_('R'), np.str_('SQL'), np.str_('Excel')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,7055,"[np.str_('Machine Learning'), np.str_('Cloud(AWS/GCP)'), np.str_('SQL')]",3
데이터 분석가,신입,판교/분당,4254,"[np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('R'), np.str_('Machine Learning'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 마포구,5255,"[np.str_('Python'), np.str_('SQL'), np.str_('Excel'), np.str_('R'), np.str_('Tableau')]",5
데이터 분석가,경력 3년차 이상,서울 구로구,5267,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,판교/분당,5652,"[np.str_('Python'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,신입,판교/분당,4230,"[np.str_('SQL'), np.str_('Python'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning'), np.str_('Excel')]",5
데이터 분석가,경력 8년차 이상,서울 마포구,8704,"[np.str_('Machine Learning'), np.str_('Tableau'), np.str_('Python')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5590,"[np.str_('Excel'), np.str_('R'), np.str_('Machine Learning'), np.str_('Python')]",4
데이터 분석가,경력 8년차 이상,서울 성동구,9269,"[np.str_('Machine Learning'), np.str_('R'), np.str_('Excel')]",3
데이터 분석가,신입,판교/분당,3832,"[np.str_('SQL'), np.str_('R'), np.str_('Cloud(AWS/GCP)'), np.str_('Python')]",4
데이터 분석가,경력 3년차 이상,서울 마포구,6020,"[np.str_('Excel'), np.str_('R'), np.str_('Tableau'), np.str_('Python')]",4
데이터 분석가,신입,서울 성동구,3122,"[np.str_('R'), np.str_('Tableau')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,7857,"[np.str_('Tableau'), np.str_('R')]",2
데이터 분석가,경력 8년차 이상,서울 마포구,8706,"[np.str_('SQL'), np.str_('Excel'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,판교/분당,6918,"[np.str_('SQL'), np.str_('Python'), np.str_('R'), np.str_('Cloud(AWS/GCP)')]",4
데이터 분석가,경력 8년차 이상,판교/분당,8439,"[np.str_('Excel'), np.str_('Cloud(AWS/GCP)'), np.str_('Machine Learning')]",3
데이터 분석가,경력 8년차 이상,서울 강남구,8828,"[np.str_('Excel'), np.str_('Tableau')]",2
데이터 분석가,경력 3년차 이상,서울 성동구,6061,"[np.str_('Tableau'), np.str_('SQL'), np.str_('Machine Learning'), np.str_('Excel'), np.str_('Cloud(AWS/GCP)')]",5
데이터 분석가,경력 3년차 이상,서울 성동구,5562,"[np.str_('Machine Learning'), np.str_('SQL'), np.str_('R')]",3
데이터 분석가,경력 3년차 이상,서울 성동구,5407,"[np.str_('Excel'), np.str_('Tableau'), np.str_('SQL'), np.str_('R')]",4
데이터 분석가,신입,서울 구로구,3454,"[np.str_('Tableau'), np.str_('Machine Learning'), np.str_('Python')]",3
데이터 분석가,경력 8년차 이상,서울 마포구,9634,"[np.str_('SQL'), np.str_('Tableau'), np.str_('Excel')]",3
